,title,discountedPrice,price,subType,type,rating,Member_number,foodtype
0,Besan 1 kg,74.0,160.0,"Atta, Flours and Sooji",Staples,4.1,1808,"Foodgrains, Oil & Masala"
1,Besan 500 g,37.0,80.0,"Atta, Flours and Sooji",Staples,2.3,2552,"Foodgrains, Oil & Masala"
2,Maida 1 kg,32.0,80.0,"Atta, Flours and Sooji",Staples,3.4,2300,"Foodgrains, Oil & Masala"
3,Rawa 1 kg,38.0,86.0,"Atta, Flours and Sooji",Staples,3.7,1187,"Foodgrains, Oil & Masala"
4,Maida 500 g,17.5,40.0,"Atta, Flours and Sooji",Staples,4.4,3037,"Foodgrains, Oil & Masala"
5,Rawa 500 g,20.0,43.0,"Atta, Flours and Sooji",Staples,3.3,4941,"Foodgrains, Oil & Masala"
6,Good Life MP Wheat Chakki Atta 10 kg,325.0,400.0,"Atta, Flours and Sooji",Staples,3.6,4501,"Foodgrains, Oil & Masala"
7,Uttam Superfine Maida 500 g,25.0,30.0,"Atta, Flours and Sooji",Staples,4.0,3803,"Foodgrains, Oil & Masala"
8,Aashirvaad Whole Wheat Atta 5 kg,210.0,245.0,"Atta, Flours and Sooji",Staples,3.5,2762,"Foodgrains, Oil & Masala"
9,Rajdhani Chana Sattu 500 g,59.0,81.0,"Atta, Flours and Sooji",Staples,4.3,4119,"Foodgrains, Oil & Masala"
10,Aashirvaad Whole Wheat Atta 10 kg,379.0,450.0,"Atta, Flours and Sooji",Staples,4.0,1340,"Foodgrains, Oil & Masala"
11,Chakki Atta 5 kg,145.0,210.0,"Atta, Flours and Sooji",Staples,2.2,2193,"Foodgrains, Oil & Masala"
12,Gajanann Foods Rajgira Flour 200 g,35.0,70.0,"Atta, Flours and Sooji",Staples,5.0,1997,"Foodgrains, Oil & Masala"
13,Gajanann Foods Upavas Bhajani 200 g,32.5,65.0,"Atta, Flours and Sooji",Staples,3.8,4546,"Foodgrains, Oil & Masala"
14,Bhagirathi Singhara atta 200 g,75.0,100.0,"Atta, Flours and Sooji",Staples,4.2,4736,"Foodgrains, Oil & Masala"
15,Bhagirathi Rajgira Peeth / Atta 200 g,37.5,50.0,"Atta, Flours and Sooji",Staples,4.0,1959,"Foodgrains, Oil & Masala"
16,Bhagirathi Upwas Bhajni 200 g,37.5,50.0,"Atta, Flours and Sooji",Staples,5.0,1974,"Foodgrains, Oil & Masala"
17,Nutrapoorna Sama / Varai Atta 200 g,30.67,46.0,"Atta, Flours and Sooji",Staples,4.9,2421,"Foodgrains, Oil & Masala"
18,Nutrapoorna Rajgira Atta 500 g,49.34,74.0,"Atta, Flours and Sooji",Staples,4.3,1513,"Foodgrains, Oil & Masala"
19,Nutrapoorna Kuti / Kuttu Atta 200 g,42.0,63.0,"Atta, Flours and Sooji",Staples,3.9,1905,"Foodgrains, Oil & Masala"
20,Nutrapoorna Singoda Atta 200 g,63.34,95.0,"Atta, Flours and Sooji",Staples,4.2,2810,"Foodgrains, Oil & Masala"
21,Chakki Atta 10 kg,279.0,375.0,"Atta, Flours and Sooji",Staples,4.1,2867,"Foodgrains, Oil & Masala"
22,Rajdhani Besan 500 g,45.0,70.0,"Atta, Flours and Sooji",Staples,3.9,3962,"Foodgrains, Oil & Masala"
23,Good Life MP Wheat Chakki Atta 5 kg,159.0,225.0,"Atta, Flours and Sooji",Staples,3.9,1088,"Foodgrains, Oil & Masala"
24,Good Life Sava Rice 500 g,65.0,70.0,"Atta, Flours and Sooji",Staples,5.0,4976,"Foodgrains, Oil & Masala"
25,Aashirvaad Select Sharbati Whole Wheat Atta 5 kg,239.0,295.0,"Atta, Flours and Sooji",Staples,3.3,4056,"Foodgrains, Oil & Masala"
26,Aashirvaad Multigrain Atta 5 kg,239.0,305.0,"Atta, Flours and Sooji",Staples,3.5,3611,"Foodgrains, Oil & Masala"
27,Aashirvaad Whole Wheat Atta 1 kg,48.36,52.0,"Atta, Flours and Sooji",Staples,4.0,1420,"Foodgrains, Oil & Masala"
28,Broken Wheat / Daliya 500 g,25.0,50.0,"Atta, Flours and Sooji",Staples,4.3,4286,"Foodgrains, Oil & Masala"
29,Rajdhani Besan 1 kg,89.0,139.0,"Atta, Flours and Sooji",Staples,1.5,4918,"Foodgrains, Oil & Masala"
30,Broken Wheat / Daliya 1 kg,50.0,100.0,"Atta, Flours and Sooji",Staples,2.9,4783,"Foodgrains, Oil & Masala"
31,Good Life MP Wheat Chakki Atta 1 kg,39.0,50.0,"Atta, Flours and Sooji",Staples,4.2,3709,"Foodgrains, Oil & Masala"
32,Nature Fresh Sampoorna Chakki Whole Wheat Atta 10 kg,345.0,450.0,"Atta, Flours and Sooji",Staples,3.4,4289,"Foodgrains, Oil & Masala"
33,Uttam Rawa / Sooji 1 kg,49.0,60.0,"Atta, Flours and Sooji",Staples,3.7,1559,"Foodgrains, Oil & Masala"
34,Aashirvaad Whole Wheat Atta 2 kg,94.86,102.0,"Atta, Flours and Sooji",Staples,3.9,2900,"Foodgrains, Oil & Masala"
35,Fortune Chakki Fresh Atta 5 kg,169.0,211.0,"Atta, Flours and Sooji",Staples,4.1,1905,"Foodgrains, Oil & Masala"
36,Madam Rawa 500 g,34.41,37.0,"Atta, Flours and Sooji",Staples,3.9,3527,"Foodgrains, Oil & Masala"
37,Good Life Rice Flour / Atta 500 g,22.0,25.0,"Atta, Flours and Sooji",Staples,4.1,1495,"Foodgrains, Oil & Masala"
38,Uttam Wheat's Daliya 500 g,28.0,32.0,"Atta, Flours and Sooji",Staples,3.7,3558,"Foodgrains, Oil & Masala"
39,Aashirvaad Select Sharbati Whole Wheat Atta 1 kg,55.8,60.0,"Atta, Flours and Sooji",Staples,4.4,3128,"Foodgrains, Oil & Masala"
40,Patanjali Traditional Chakki Whole Wheat With Bran Atta 10 kg,325.5,350.0,"Atta, Flours and Sooji",Staples,4.3,1863,"Foodgrains, Oil & Masala"
41,Madam Rice Atta / Flour 500 g,32.55,35.0,"Atta, Flours and Sooji",Staples,4.2,3841,"Foodgrains, Oil & Masala"
42,Gaay Chhap Maraiyo / Varai 500 g,72.54,78.0,"Atta, Flours and Sooji",Staples,4.3,3903,"Foodgrains, Oil & Masala"
43,Pillsbury Chakki Fresh Atta / Flour 10 kg,359.0,450.0,"Atta, Flours and Sooji",Staples,2.6,2658,"Foodgrains, Oil & Masala"
44,Madam Besan 500 g,55.0,65.0,"Atta, Flours and Sooji",Staples,5.0,4272,"Foodgrains, Oil & Masala"
45,Good Life Rice Atta / Flour 1 kg,39.0,45.0,"Atta, Flours and Sooji",Staples,3.9,1120,"Foodgrains, Oil & Masala"
46,Manna Plain Ragi Flour 500 g,42.3,47.0,"Atta, Flours and Sooji",Staples,3.9,2676,"Foodgrains, Oil & Masala"
47,Manna Rice Flour 500 g,38.7,43.0,"Atta, Flours and Sooji",Staples,4.0,1697,"Foodgrains, Oil & Masala"
48,Manna Rice Flour 1 kg,71.1,79.0,"Atta, Flours and Sooji",Staples,3.7,2507,"Foodgrains, Oil & Masala"
49,Manna Sprouted Ragi Flour 500 g,85.5,95.0,"Atta, Flours and Sooji",Staples,3.0,4620,"Foodgrains, Oil & Masala"
50,Bhagirathi Bhajani Chakli Atta 500 g,102.3,110.0,"Atta, Flours and Sooji",Staples,4.1,3365,"Foodgrains, Oil & Masala"
51,Bhagirathi Anarase Peeth 500 g,102.3,110.0,"Atta, Flours and Sooji",Staples,4.2,2978,"Foodgrains, Oil & Masala"
52,Dhanashree Ready To Cook Navanna Ghavan 250 g,60.45,65.0,"Atta, Flours and Sooji",Staples,4.0,2910,"Foodgrains, Oil & Masala"
53,Good Life Whole Wheat Atta with Multigrain Atta 5 kg,199.0,275.0,"Atta, Flours and Sooji",Staples,4.0,1061,"Foodgrains, Oil & Masala"
54,Brahmins Fried Rawa 500 g,59.52,64.0,"Atta, Flours and Sooji",Staples,4.5,3276,"Foodgrains, Oil & Masala"
56,Pillsbury Chakki Fresh Atta / Flour 1 kg,48.36,52.0,"Atta, Flours and Sooji",Staples,3.9,3023,"Foodgrains, Oil & Masala"
57,24 Mantra Organic Ragi Flour 500 g,60.45,65.0,"Atta, Flours and Sooji",Staples,4.4,2185,"Foodgrains, Oil & Masala"
58,Brahmins Rice Powder / Rice Flour 1 kg,109.74,118.0,"Atta, Flours and Sooji",Staples,3.7,3552,"Foodgrains, Oil & Masala"
60,Brahmins Puttu Podi / Rice Flour 500 g,54.87,59.0,"Atta, Flours and Sooji",Staples,3.5,4708,"Foodgrains, Oil & Masala"
61,Nature Fresh Sampoorna Chakki Whole Wheat Atta 5 kg,179.0,245.0,"Atta, Flours and Sooji",Staples,4.0,2874,"Foodgrains, Oil & Masala"
62,Good Life Multigrain Atta 1 kg,47.0,58.0,"Atta, Flours and Sooji",Staples,4.3,4177,"Foodgrains, Oil & Masala"
63,Good Life MP Sharbatti Atta 5 kg,189.0,255.0,"Atta, Flours and Sooji",Staples,4.0,1663,"Foodgrains, Oil & Masala"
64,Brahmins Appam / Idiyappam Podi 500 g,55.8,60.0,"Atta, Flours and Sooji",Staples,1.0,2632,"Foodgrains, Oil & Masala"
66,GM Foods Bedmi Puri Atta / Flour 500 g,40.0,80.0,"Atta, Flours and Sooji",Staples,3.9,4162,"Foodgrains, Oil & Masala"
67,Madam Kansar Lapsi Rawa 500 g,34.41,37.0,"Atta, Flours and Sooji",Staples,4.0,2270,"Foodgrains, Oil & Masala"
70,Satyam Rawa 1 kg,61.38,66.0,"Atta, Flours and Sooji",Staples,4.0,4766,"Foodgrains, Oil & Masala"
71,Madam Bajra Millet Flour 500 g,29.76,32.0,"Atta, Flours and Sooji",Staples,4.3,2436,"Foodgrains, Oil & Masala"
72,Satyam Rawa 500 g,31.62,34.0,"Atta, Flours and Sooji",Staples,3.5,3860,"Foodgrains, Oil & Masala"
73,Good Life MP Sharbatti Atta 1 kg,45.0,55.0,"Atta, Flours and Sooji",Staples,3.6,4875,"Foodgrains, Oil & Masala"
75,GM Foods Bhathura Mix Flour / Atta 500 g,35.0,70.0,"Atta, Flours and Sooji",Staples,3.0,4038,"Foodgrains, Oil & Masala"
76,GM Foods Masala Missi Roti Atta 500 g,49.0,98.0,"Atta, Flours and Sooji",Staples,4.3,4750,"Foodgrains, Oil & Masala"
77,Gajanann Foods Rice Flour 500 g,22.5,45.0,"Atta, Flours and Sooji",Staples,4.6,1199,"Foodgrains, Oil & Masala"
79,Madam Makki Peeth / Atta 500 g,30.69,33.0,"Atta, Flours and Sooji",Staples,3.9,3111,"Foodgrains, Oil & Masala"
80,Brahmins Chemba Putttu Podi / Rice Flour 1 kg,125.55,135.0,"Atta, Flours and Sooji",Staples,3.9,3894,"Foodgrains, Oil & Masala"
82,GM Foods Moong Bhajiya Pakodi Flour 500 g,64.0,128.0,"Atta, Flours and Sooji",Staples,3.9,2022,"Foodgrains, Oil & Masala"
87,Gajanann Foods Nachni Flour 500 g,27.5,55.0,"Atta, Flours and Sooji",Staples,4.6,3693,"Foodgrains, Oil & Masala"
88,Bhagirathi Bajra Millet Flour 500 g,32.55,35.0,"Atta, Flours and Sooji",Staples,4.2,1202,"Foodgrains, Oil & Masala"
91,Gajanann Foods Amboli Flour 200 g,25.0,50.0,"Atta, Flours and Sooji",Staples,4.6,4155,"Foodgrains, Oil & Masala"
92,Uttam Premium Superfine Besan 1 kg,94.0,120.0,"Atta, Flours and Sooji",Staples,5.0,4010,"Foodgrains, Oil & Masala"
93,GM Foods Tawa Naan Mix 500 g,35.0,70.0,"Atta, Flours and Sooji",Staples,4.1,4389,"Foodgrains, Oil & Masala"
94,Satyam Jawari Flour 500 g,40.92,44.0,"Atta, Flours and Sooji",Staples,1.5,3746,"Foodgrains, Oil & Masala"
95,Bhagirathi Modak Peeth 500 g,51.15,55.0,"Atta, Flours and Sooji",Staples,4.0,2560,"Foodgrains, Oil & Masala"
97,Bhagirathi Thali Peeth Bhajni 200 g,37.2,40.0,"Atta, Flours and Sooji",Staples,4.4,2555,"Foodgrains, Oil & Masala"
98,Bhagirathi Rice Atta / Flour 1 kg,58.59,63.0,"Atta, Flours and Sooji",Staples,3.7,3645,"Foodgrains, Oil & Masala"
99,Gajanann Foods Makka Flour 500 g,25.0,50.0,"Atta, Flours and Sooji",Staples,4.0,3886,"Foodgrains, Oil & Masala"
102,Satyam Daliya 200 g,41.85,45.0,"Atta, Flours and Sooji",Staples,4.8,4291,"Foodgrains, Oil & Masala"
103,Gajanann Foods Bajri Flour 500 g,22.5,45.0,"Atta, Flours and Sooji",Staples,3.7,1143,"Foodgrains, Oil & Masala"
104,Satyam Nachni Millet Flour 500 g,38.13,41.0,"Atta, Flours and Sooji",Staples,4.4,4564,"Foodgrains, Oil & Masala"
105,Aashirvaad Sugar Release Control Atta 1 kg,59.52,64.0,"Atta, Flours and Sooji",Staples,3.6,3337,"Foodgrains, Oil & Masala"
107,Uttam Premium Superfine Besan 500 g,52.0,61.0,"Atta, Flours and Sooji",Staples,3.6,2623,"Foodgrains, Oil & Masala"
108,Satyam Rajgira Flour 500 g,77.19,83.0,"Atta, Flours and Sooji",Staples,3.3,4581,"Foodgrains, Oil & Masala"
109,Nutrapoorna Dhokla Atta 500 g,50.15,59.0,"Atta, Flours and Sooji",Staples,4.0,2635,"Foodgrains, Oil & Masala"
110,Nutrapoorna Makai Atta 500 g,33.15,39.0,"Atta, Flours and Sooji",Staples,4.6,1095,"Foodgrains, Oil & Masala"
111,Bhagirathi Multigrain Thalipeeth Bhajni 500 g,93.0,100.0,"Atta, Flours and Sooji",Staples,5.0,2990,"Foodgrains, Oil & Masala"
112,Bhagirathi Natural Stone Ground Makki Peeth / Atta 500 g,32.55,35.0,"Atta, Flours and Sooji",Staples,4.2,2426,"Foodgrains, Oil & Masala"
114,Satyam Bajra Millet Flour 500 g,34.41,37.0,"Atta, Flours and Sooji",Staples,4.0,3635,"Foodgrains, Oil & Masala"
116,Nutrapoorna Bajri Atta 500 g,29.75,35.0,"Atta, Flours and Sooji",Staples,4.3,4391,"Foodgrains, Oil & Masala"
119,Bhagirathi Sattu Atta / Flour 200 g,37.2,40.0,"Atta, Flours and Sooji",Staples,4.5,1295,"Foodgrains, Oil & Masala"
120,Nutrapoorna Rice Atta 500 g,29.75,35.0,"Atta, Flours and Sooji",Staples,3.8,1661,"Foodgrains, Oil & Masala"
121,Shree Daliya 200 g,26.97,29.0,"Atta, Flours and Sooji",Staples,4.2,4591,"Foodgrains, Oil & Masala"
123,Nutrapoorna Handwa Atta 500 g,43.35,51.0,"Atta, Flours and Sooji",Staples,3.0,3915,"Foodgrains, Oil & Masala"
124,Nutrapoorna Nachni Atta 500 g,39.95,47.0,"Atta, Flours and Sooji",Staples,4.1,1127,"Foodgrains, Oil & Masala"
125,Nutrapoorna Thalipeeth / Masala Bhakhari Atta 500 g,80.75,95.0,"Atta, Flours and Sooji",Staples,3.9,4828,"Foodgrains, Oil & Masala"
126,Bhagirathi Soyabean Peeth / Atta 500 g,102.3,110.0,"Atta, Flours and Sooji",Staples,4.2,3683,"Foodgrains, Oil & Masala"
130,Madam Lapsi Rawa 500 g,33.48,36.0,"Atta, Flours and Sooji",Staples,4.3,2489,"Foodgrains, Oil & Masala"
133,Satyam Shingoda Atta 500 g,217.62,234.0,"Atta, Flours and Sooji",Staples,4.2,3221,"Foodgrains, Oil & Masala"
134,Bhagirathi Nachni Satwa Plain 200 g,46.5,50.0,"Atta, Flours and Sooji",Staples,4.4,1279,"Foodgrains, Oil & Masala"
135,Nutrapoorna Thepla Atta 500 g,85.0,100.0,"Atta, Flours and Sooji",Staples,3.7,2581,"Foodgrains, Oil & Masala"
138,Nutrapoorna Gold Premium Wheat Atta 1 kg,67.5,75.0,"Atta, Flours and Sooji",Staples,3.9,3649,"Foodgrains, Oil & Masala"
139,Nutrapoorna Punjabi Wheat Atta 1 kg,59.4,66.0,"Atta, Flours and Sooji",Staples,4.8,1075,"Foodgrains, Oil & Masala"
140,K-Pra Poshak Upwas Bhajni 200 g,46.5,50.0,"Atta, Flours and Sooji",Staples,3.6,3987,"Foodgrains, Oil & Masala"
141,Nutrapoorna Daily Need Wheat Atta 1 kg,50.4,56.0,"Atta, Flours and Sooji",Staples,4.2,4106,"Foodgrains, Oil & Masala"
142,Nutrapoorna Karkara Wheat Atta 500 g,34.85,41.0,"Atta, Flours and Sooji",Staples,4.1,4338,"Foodgrains, Oil & Masala"
143,Bhagirathi Nachni Satva / Ragi Malt 200 g,46.5,50.0,"Atta, Flours and Sooji",Staples,3.9,4166,"Foodgrains, Oil & Masala"
144,Nutrapoorna Daily Need Wheat Atta 5 kg,247.5,275.0,"Atta, Flours and Sooji",Staples,4.2,1211,"Foodgrains, Oil & Masala"
147,Nutrapoorna Bhadku / Khichu Atta 500 g,51.0,60.0,"Atta, Flours and Sooji",Staples,4.5,3827,"Foodgrains, Oil & Masala"
148,Nutrapoorna Punjabi Wheat Atta 5 kg,292.5,325.0,"Atta, Flours and Sooji",Staples,3.7,4699,"Foodgrains, Oil & Masala"
149,Nutrapoorna Mohanthal Atta 500 g,71.4,84.0,"Atta, Flours and Sooji",Staples,3.3,4747,"Foodgrains, Oil & Masala"
151,Praakritik Organic Sattu Atta 500 g,181.35,195.0,"Atta, Flours and Sooji",Staples,4.3,2851,"Foodgrains, Oil & Masala"
152,Bhagirathi Bhaji Peeth / Atta 200 g,24.0,48.0,"Atta, Flours and Sooji",Staples,3.5,4417,"Foodgrains, Oil & Masala"
154,Praakritik Organic Singhara Atta 500 g,223.2,240.0,"Atta, Flours and Sooji",Staples,4.3,2288,"Foodgrains, Oil & Masala"
156,Deccan Organic Khapli Wheat Daliya 500 g,87.12,99.0,"Atta, Flours and Sooji",Staples,4.5,4554,"Foodgrains, Oil & Masala"
159,Organic Tattva Wheat Maida 500 g,41.25,55.0,"Atta, Flours and Sooji",Staples,3.1,2614,"Foodgrains, Oil & Masala"
160,24 Mantra Organic 7 Grain Methi Peeth / Atta 1 kg,97.65,105.0,"Atta, Flours and Sooji",Staples,4.2,4064,"Foodgrains, Oil & Masala"
161,Organic Tattva Rawa 500 g,41.25,55.0,"Atta, Flours and Sooji",Staples,3.7,3567,"Foodgrains, Oil & Masala"
162,Pro Nature Organic Maida 500 g,44.64,48.0,"Atta, Flours and Sooji",Staples,4.1,2587,"Foodgrains, Oil & Masala"
163,Pro Nature Organic Whole Wheat Atta 1 kg,63.24,68.0,"Atta, Flours and Sooji",Staples,4.3,3783,"Foodgrains, Oil & Masala"
165,24 Mantra Organic Premium Whole Wheat Atta 5 kg,269.7,290.0,"Atta, Flours and Sooji",Staples,4.3,4835,"Foodgrains, Oil & Masala"
166,Organic Tattva Wheat Atta 5 kg,225.0,300.0,"Atta, Flours and Sooji",Staples,4.0,1514,"Foodgrains, Oil & Masala"
168,Deccan Organic Khapli Wheat Atta 1 kg,155.76,177.0,"Atta, Flours and Sooji",Staples,3.7,1313,"Foodgrains, Oil & Masala"
169,Pro Nature Organic Besan 500 g,115.32,124.0,"Atta, Flours and Sooji",Staples,3.6,2794,"Foodgrains, Oil & Masala"
170,24 Mantra Organic Besan 500 g,88.35,95.0,"Atta, Flours and Sooji",Staples,4.0,2359,"Foodgrains, Oil & Masala"
171,Organic Tattva Besan 500 g,75.0,100.0,"Atta, Flours and Sooji",Staples,3.0,2238,"Foodgrains, Oil & Masala"
172,Deccan Organic Wheat Maida 500 g,41.25,55.0,"Atta, Flours and Sooji",Staples,4.4,3795,"Foodgrains, Oil & Masala"
173,Pro Nature Organic Ragi Flour 500 g,55.8,60.0,"Atta, Flours and Sooji",Staples,3.9,3724,"Foodgrains, Oil & Masala"
175,24 Mantra Organic Sattu Atta 500 g,88.35,95.0,"Atta, Flours and Sooji",Staples,4.5,4559,"Foodgrains, Oil & Masala"
176,24 Mantra Organic Wheat Daliya 500 g,44.64,48.0,"Atta, Flours and Sooji",Staples,4.3,3922,"Foodgrains, Oil & Masala"
177,Organic Tattva Ragi Millet Flour 500 g,52.5,70.0,"Atta, Flours and Sooji",Staples,5.0,1709,"Foodgrains, Oil & Masala"
179,Deccan Organic Barley Atta 500 g,61.6,70.0,"Atta, Flours and Sooji",Staples,4.0,2206,"Foodgrains, Oil & Masala"
181,Tata Sampann High Protein Unpolished Tur / Arhar Dal 1 kg,129.0,179.0,Dal and Pulses,Staples,3.9,3942,"Foodgrains, Oil & Masala"
182,Good Life Moong Dal 500 g,66.0,79.0,Dal and Pulses,Staples,4.2,3296,"Foodgrains, Oil & Masala"
185,Good Life Chana Dal 500 g,44.0,55.0,Dal and Pulses,Staples,4.2,2001,"Foodgrains, Oil & Masala"
186,Good Life Whole Moong 500 g,64.0,75.0,Dal and Pulses,Staples,4.4,2449,"Foodgrains, Oil & Masala"
187,Good Life Urad Dal 500 g,69.0,80.0,Dal and Pulses,Staples,3.4,4914,"Foodgrains, Oil & Masala"
191,Good Life Chitra Rajma 500 g,90.0,100.0,Dal and Pulses,Staples,2.0,3427,"Foodgrains, Oil & Masala"
192,Good Life Raw Peanuts 1 kg,151.0,180.0,Dal and Pulses,Staples,4.2,1411,"Foodgrains, Oil & Masala"
193,Tata Sampann High Protein Unpolished Chana Dal 500 g,59.52,64.0,Dal and Pulses,Staples,4.4,3390,"Foodgrains, Oil & Masala"
197,Good Life Chilka Moong Dal 500 g,61.0,78.0,Dal and Pulses,Staples,4.3,3375,"Foodgrains, Oil & Masala"
198,Best Farms Kabuli Chana 500 g,69.0,89.0,Dal and Pulses,Staples,3.6,2760,"Foodgrains, Oil & Masala"
199,Best Farms Whole Moong 500 g,71.0,81.0,Dal and Pulses,Staples,3.7,4249,"Foodgrains, Oil & Masala"
200,Good Life Red Rajma 500 g,70.0,79.0,Dal and Pulses,Staples,4.1,2904,"Foodgrains, Oil & Masala"
203,Good Life Soya Wadi / Chunks 500 g,74.0,137.0,Dal and Pulses,Staples,4.4,3768,"Foodgrains, Oil & Masala"
205,Best Farms White Lobia / Chawli 500 g,80.0,94.0,Dal and Pulses,Staples,4.0,1360,"Foodgrains, Oil & Masala"
206,Fortune Soya Wadi / Chunks 200 g,46.5,50.0,Dal and Pulses,Staples,4.3,1107,"Foodgrains, Oil & Masala"
207,Tata Sampann High Protein Unpolished Moong Dal 1 kg,172.05,185.0,Dal and Pulses,Staples,3.9,2865,"Foodgrains, Oil & Masala"
208,Good Life Dry White Peas 500 g,90.0,104.0,Dal and Pulses,Staples,3.7,2958,"Foodgrains, Oil & Masala"
209,Good Life Soya Wadi / Chunks 200 g,27.5,55.0,Dal and Pulses,Staples,1.8,2448,"Foodgrains, Oil & Masala"
211,Good Life Tur Dal 1 kg,125.0,171.0,Dal and Pulses,Staples,4.2,2943,"Foodgrains, Oil & Masala"
212,Loose Chana Dal 1 kg,69.0,76.0,Dal and Pulses,Staples,4.2,2270,"Foodgrains, Oil & Masala"
213,Loose Moong Dal 1 kg,90.0,101.0,Dal and Pulses,Staples,5.0,3812,"Foodgrains, Oil & Masala"
215,Tur / Arhar Dal 2 kg,195.0,270.0,Dal and Pulses,Staples,4.5,4720,"Foodgrains, Oil & Masala"
216,Chana Dal 2 kg,138.0,210.0,Dal and Pulses,Staples,4.3,1344,"Foodgrains, Oil & Masala"
217,Good Life Whole Masoor 500 g,51.0,65.0,Dal and Pulses,Staples,4.8,2397,"Foodgrains, Oil & Masala"
218,Good Life Chilka Moong Dal 1 kg,119.0,153.0,Dal and Pulses,Staples,4.3,4182,"Foodgrains, Oil & Masala"
219,Good Life Whole Urad 500 g,73.0,79.0,Dal and Pulses,Staples,4.1,4487,"Foodgrains, Oil & Masala"
221,Pick N Cook Peanuts / Singdhana 500 g,89.0,113.0,Dal and Pulses,Staples,4.1,2443,"Foodgrains, Oil & Masala"
223,Tata Sampann High Protein Unpolished Moong Dal 500 g,87.42,94.0,Dal and Pulses,Staples,4.1,4389,"Foodgrains, Oil & Masala"
224,Best Farms Moong Dal 500 g,75.0,99.0,Dal and Pulses,Staples,4.3,1674,"Foodgrains, Oil & Masala"
226,Best Farms Tur / Arhar Dal 1 kg,150.0,190.0,Dal and Pulses,Staples,5.0,2082,"Foodgrains, Oil & Masala"
227,Best Farms Kabuli Chana 1 kg,135.0,175.0,Dal and Pulses,Staples,3.0,4494,"Foodgrains, Oil & Masala"
229,Tata Sampann High Protein Unpolished Chilka Moong 500 g,86.49,93.0,Dal and Pulses,Staples,5.0,4509,"Foodgrains, Oil & Masala"
231,Good Life Moth Bean 500 g,59.0,66.0,Dal and Pulses,Staples,3.6,4891,"Foodgrains, Oil & Masala"
233,Best Farms Green Chana 500 g,70.0,95.0,Dal and Pulses,Staples,4.3,4964,"Foodgrains, Oil & Masala"
234,Best Farms Moth Beans 500 g,90.0,100.0,Dal and Pulses,Staples,3.5,2914,"Foodgrains, Oil & Masala"
235,Best Farms Green Vatana / Matar 500 g,132.0,155.0,Dal and Pulses,Staples,4.0,2808,"Foodgrains, Oil & Masala"
236,Pick N Cook Whole Masoor 500 g,66.0,72.0,Dal and Pulses,Staples,4.4,1085,"Foodgrains, Oil & Masala"
237,Good Life Malka Masoor 500 g,53.0,67.0,Dal and Pulses,Staples,3.5,3808,"Foodgrains, Oil & Masala"
238,Gulab Peanuts 500 g,87.0,101.0,Dal and Pulses,Staples,5.0,4149,"Foodgrains, Oil & Masala"
241,Pick N Cook Dollar / Bold Kabuli Chana 500 g,83.0,91.0,Dal and Pulses,Staples,2.8,2761,"Foodgrains, Oil & Masala"
242,Best Farms Malka Masoor Dal 500 g,59.0,71.0,Dal and Pulses,Staples,5.0,2620,"Foodgrains, Oil & Masala"
244,Pick N Cook White Vatana / Matar 500 g,63.0,68.0,Dal and Pulses,Staples,4.2,1226,"Foodgrains, Oil & Masala"
246,Pick N Cook Premium Whole Moong 500 g,69.0,75.0,Dal and Pulses,Staples,4.0,2465,"Foodgrains, Oil & Masala"
247,Pick N Cook Matki 500 g,71.0,77.0,Dal and Pulses,Staples,4.3,3572,"Foodgrains, Oil & Masala"
249,Best Farms Horse Gram 200 g,19.0,20.0,Dal and Pulses,Staples,4.1,1555,"Foodgrains, Oil & Masala"
251,Best Farms Tur / Arhar Dal 500 g,78.0,96.0,Dal and Pulses,Staples,5.0,2814,"Foodgrains, Oil & Masala"
253,Tata Sampann High Protein Unpolished Gota Urad 1 kg,186.0,200.0,Dal and Pulses,Staples,4.1,2912,"Foodgrains, Oil & Masala"
255,Pick N Cook Small Black / Brown Chana 500 g,51.0,55.0,Dal and Pulses,Staples,4.0,2235,"Foodgrains, Oil & Masala"
257,Pick N Cook Big White Lobia 500 g,77.0,83.0,Dal and Pulses,Staples,3.2,3449,"Foodgrains, Oil & Masala"
258,Praakritik Organic Split Masoor Dal 500 g,130.2,140.0,Dal and Pulses,Staples,4.2,1058,"Foodgrains, Oil & Masala"
259,Satyam Chilti Urad 500 g,105.09,113.0,Dal and Pulses,Staples,4.7,1027,"Foodgrains, Oil & Masala"
261,Best Farms Urad Dal 500 g,97.0,117.0,Dal and Pulses,Staples,4.5,2229,"Foodgrains, Oil & Masala"
262,Pick N Cook Lobia / Chawli 500 g,89.0,97.0,Dal and Pulses,Staples,4.4,2188,"Foodgrains, Oil & Masala"
263,Pick N Cook Kabuli Chana 500 g,79.0,86.0,Dal and Pulses,Staples,2.5,1547,"Foodgrains, Oil & Masala"
264,Pick N Cook Chilka Moong 500 g,72.0,78.0,Dal and Pulses,Staples,4.1,1649,"Foodgrains, Oil & Masala"
265,Pick N Cook Maha Toor Dal 1 kg,143.0,155.0,Dal and Pulses,Staples,5.0,3254,"Foodgrains, Oil & Masala"
266,Pick N Cook Green Vatana / Matar 500 g,103.0,111.0,Dal and Pulses,Staples,4.2,2818,"Foodgrains, Oil & Masala"
267,Pick N Cook Masoor Dal 1 kg,131.0,142.0,Dal and Pulses,Staples,4.4,2703,"Foodgrains, Oil & Masala"
