,title,discountedPrice,price,subType,type,rating,Member_number,foodtype
2947,Veeba Pasta & Pizza Sauce 280 g,69.75,75.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,4170,Fruits & Vegetables
2948,Veeba Salsa Dip 360 g,107.1,119.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,3776,Fruits & Vegetables
2949,Veeba Thousand Island Sandwich Spread 280 g,80.1,89.0,"Spread, sauces and ketchup",Snacks and branded foods,4.4,1062,Fruits & Vegetables
2950,Veeba Creamy Peanut Butter 340 g,143.22,154.0,"Spread, sauces and ketchup",Snacks and branded foods,4.4,1546,Fruits & Vegetables
2951,Veeba Classic Imli Sauce 500 g,96.72,104.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,2020,Fruits & Vegetables
2954,Veeba English Mustard Sauce 300 g,68.82,74.0,"Spread, sauces and ketchup",Snacks and branded foods,3.5,1407,Fruits & Vegetables
2955,Veeba Honey Mustard Dressing 300 g,134.1,149.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,3718,Fruits & Vegetables
2956,Veeba Pasta & Pizza Sauce 100 g Pouch,31.62,34.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,4808,Fruits & Vegetables
2957,Wingreens Farms Cheesy Chipotle Sauce 100 g,92.07,99.0,"Spread, sauces and ketchup",Snacks and branded foods,4.4,2940,Fruits & Vegetables
2960,Wingreens Farms Peri Peri Ketchup 450 g,99.0,149.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,4306,Fruits & Vegetables
2961,Wingreen Farms Schezwan Chilli Garlic Sauce 450 g,99.0,149.0,"Spread, sauces and ketchup",Snacks and branded foods,5.0,4302,Fruits & Vegetables
2963,Wingreens Farms Peri Peri Ketchup 100 g,92.07,99.0,"Spread, sauces and ketchup",Snacks and branded foods,3.6,3582,Fruits & Vegetables
2966,Ragu Mushroom Pasta Sauce 677 g,405.0,450.0,"Spread, sauces and ketchup",Snacks and branded foods,4.4,1218,Fruits & Vegetables
2967,Pantai Sweet Chilli Sugar Free Sauce 200 ml,227.85,245.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,4482,Fruits & Vegetables
2969,American Garden U.S. Chunky Peanut Butter 340 g,269.1,299.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,2767,Fruits & Vegetables
2972,Japanese Choice Japanese Style Soy Sauce 200 ml,209.25,225.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,3062,Fruits & Vegetables
2973,Beemade Wild Honey 250 g,207.0,230.0,"Spread, sauces and ketchup",Snacks and branded foods,4.4,2365,Fruits & Vegetables
2974,American Garden Creamy Caesar Dressing 267 ml,243.0,270.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,3775,Fruits & Vegetables
2975,Real Thai Sweet Chilli Sauce 180 ml,185.07,199.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,2232,Fruits & Vegetables
2976,Japanese Choice Sushi Vinegar 200 ml,209.25,225.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,4156,Fruits & Vegetables
2978,Capilano Pure Australian Honey 500 g,715.5,795.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,3470,Fruits & Vegetables
2979,St. Dalfour Raspberry Preserve (No Added Sugar) 284 g,325.5,350.0,"Spread, sauces and ketchup",Snacks and branded foods,4.9,2602,Fruits & Vegetables
2980,Funfoods Spicy Vinegar 190 g,51.15,55.0,"Spread, sauces and ketchup",Snacks and branded foods,4.5,4796,Fruits & Vegetables
2982,Real Thai Spring Roll Sauce 200 ml,185.07,199.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,4470,Fruits & Vegetables
2984,Fruitoman's Pineapple Jam 100 g,21.39,23.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,2205,Fruits & Vegetables
2986,Fruitoman's Pineapple Jam 500 g,102.3,110.0,"Spread, sauces and ketchup",Snacks and branded foods,3.5,2882,Fruits & Vegetables
2988,Inchi Green Chilli Sauce 190 g,27.5,55.0,"Spread, sauces and ketchup",Snacks and branded foods,4.9,3679,Fruits & Vegetables
2990,Inchi Soy Sauce 210 g,27.5,55.0,"Spread, sauces and ketchup",Snacks and branded foods,3.0,1825,Fruits & Vegetables
2991,Del Monte Tomato Ketchup 950 g,67.5,135.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,2868,Fruits & Vegetables
2993,Inchi Stir Fry Schezwan Sauce 200 g,40.0,80.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,4585,Fruits & Vegetables
2994,Weikfield Green Chilli Sauce 200 g,39.0,55.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,2634,Fruits & Vegetables
2995,Maggi Rich Tomato Ketchup 200 g,55.8,60.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,4832,Fruits & Vegetables
2997,Maggi Rich Tomato Ketchup 500 g,93.0,100.0,"Spread, sauces and ketchup",Snacks and branded foods,3.6,2061,Fruits & Vegetables
2998,Disano Creamy Peanut Butter 1 kg,265.05,285.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,2210,Fruits & Vegetables
2999,Del Monte Eggless Mayo 500 g,116.25,125.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,2346,Fruits & Vegetables
3000,Snactac Tomato Ketchup 200 g,41.0,56.0,"Spread, sauces and ketchup",Snacks and branded foods,2.0,4315,Fruits & Vegetables
3001,Funfoods Burger Veg Mayonnaise 100 g,32.55,35.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,4166,Fruits & Vegetables
3002,Sundrop Honey Roast Crunchy Peanut Butter 462 g,209.25,225.0,"Spread, sauces and ketchup",Snacks and branded foods,3.3,3907,Fruits & Vegetables
3003,Knorr Pizza & Pasta Sauce 200 g,47.0,55.0,"Spread, sauces and ketchup",Snacks and branded foods,3.7,2706,Fruits & Vegetables
3004,Kissan Mixed Fruit Jam 100 g,18.6,20.0,"Spread, sauces and ketchup",Snacks and branded foods,3.6,2855,Fruits & Vegetables
3006,Snac tac Tomato Ketchup 500 g,69.0,97.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,2840,Fruits & Vegetables
3007,Weikfield Soya Sauce 220 g,39.0,55.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,2247,Fruits & Vegetables
3010,AWSOYUM Chilli Vinegar 200 g,36.67,55.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,1081,Fruits & Vegetables
3012,Veeba Marinara Pizza & Pasta Sauce 310 g,116.1,129.0,"Spread, sauces and ketchup",Snacks and branded foods,3.1,3246,Fruits & Vegetables
3013,Sams Mixed Fruit Jam 1 kg,189.0,210.0,"Spread, sauces and ketchup",Snacks and branded foods,3.8,4009,Fruits & Vegetables
3016,SAMS Green Chilly Sauce 700 g,42.5,85.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,3803,Fruits & Vegetables
3017,SAMS Assorted Sauce Combo Pack 100 g (Pack of 3),59.0,70.0,"Spread, sauces and ketchup",Snacks and branded foods,1.5,4108,Fruits & Vegetables
3018,SAMS Red Chilly Sauce 700 g,42.5,85.0,"Spread, sauces and ketchup",Snacks and branded foods,4.8,1664,Fruits & Vegetables
3020,SAMS Soya Sauce 200 g,27.5,55.0,"Spread, sauces and ketchup",Snacks and branded foods,3.0,4172,Fruits & Vegetables
3021,SAMS Soya Sauce 700 g,42.5,85.0,"Spread, sauces and ketchup",Snacks and branded foods,4.7,2851,Fruits & Vegetables
3022,SAMS Vinaigrette Dressing 300 g,90.0,180.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,3385,Fruits & Vegetables
3024,AWSOYUM Soya Sauce 240 g,36.67,55.0,"Spread, sauces and ketchup",Snacks and branded foods,1.0,4487,Fruits & Vegetables
3025,AW-SO-YUM Green Chilli Sauce 200 g,36.67,55.0,"Spread, sauces and ketchup",Snacks and branded foods,4.4,2392,Fruits & Vegetables
3026,Happy Mixed Fruit Jam 100 g,23.25,25.0,"Spread, sauces and ketchup",Snacks and branded foods,5.0,4218,Fruits & Vegetables
3028,Remia Dijon Mustard Sauce 370 g,171.0,190.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,4474,Fruits & Vegetables
3030,Dana Raspberry Spread (No Sugar Added) 315 g,342.0,380.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,2648,Fruits & Vegetables
3032,Remia Caesar Salad Dressing 250 ml,225.0,250.0,"Spread, sauces and ketchup",Snacks and branded foods,3.8,3071,Fruits & Vegetables
3033,"Remia Salad Cream Dressing (With Oil, Vinegar & Mustard) 250 ml",207.0,230.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,3409,Fruits & Vegetables
3035,Skippy Extra Crunchy Super Chunk Peanut Butter 340 g,292.5,325.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,3424,Fruits & Vegetables
3036,Barilla Olive Pasta Sauce 400 g,324.57,349.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,4610,Fruits & Vegetables
3037,De Nigris Raw Unfiltered Organic Apple Cider Vinegar With The Mother 500 ml,472.5,525.0,"Spread, sauces and ketchup",Snacks and branded foods,3.2,3090,Fruits & Vegetables
3038,Ong's Black Bean Sauce 227 g,189.0,210.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,4585,Fruits & Vegetables
3039,Disano Creamy Peanut Butter 350 g,106.95,115.0,"Spread, sauces and ketchup",Snacks and branded foods,2.0,4388,Fruits & Vegetables
3041,Ragu Double Cheddar Pasta Sauce 453 g,405.0,450.0,"Spread, sauces and ketchup",Snacks and branded foods,5.0,2650,Fruits & Vegetables
3042,Ragu Chunky Mama's Special Garden Sauce 680 g,405.0,450.0,"Spread, sauces and ketchup",Snacks and branded foods,5.0,4282,Fruits & Vegetables
3043,AW-SO-YUM Red Chilli Sauce 200 g,36.67,55.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,3273,Fruits & Vegetables
3044,Ragu Six Cheese Pasta Sauce 680 g,405.0,450.0,"Spread, sauces and ketchup",Snacks and branded foods,5.0,2983,Fruits & Vegetables
3045,Ragu Tomato Garlic & Onion Chunky Sauce 680 g,405.0,450.0,"Spread, sauces and ketchup",Snacks and branded foods,4.4,2075,Fruits & Vegetables
3046,Ragu Old Word Style Traditional Sauce 680 g,405.0,450.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,2841,Fruits & Vegetables
3047,Ragu Old Word Style Traditional Sauce 396 g,252.0,280.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,1562,Fruits & Vegetables
3048,Remia Chilli Sauce 250 ml,207.0,230.0,"Spread, sauces and ketchup",Snacks and branded foods,5.0,4619,Fruits & Vegetables
3051,Barilla Basilico Pasta Sauce 400 g,324.57,349.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,4395,Fruits & Vegetables
3052,Barilla Napoletana Pasta Sauce 400 g,324.57,349.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,3074,Fruits & Vegetables
3054,Dana Apricot Jam 340 g,216.0,240.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,4958,Fruits & Vegetables
3055,Dana Blackcurrant Jam 340 g,252.0,280.0,"Spread, sauces and ketchup",Snacks and branded foods,3.8,3752,Fruits & Vegetables
3057,Tabasco Red Pepper Sauce 60 ml,179.1,199.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,4403,Fruits & Vegetables
3058,Ching's Secret Red Chilli Sauce 90 g,18.6,20.0,"Spread, sauces and ketchup",Snacks and branded foods,4.8,2272,Fruits & Vegetables
3059,Kissan Twist Sweet & Spicy Tomato Sauce 500 g,97.65,105.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,3443,Fruits & Vegetables
3060,Funfoods Pizza Topping 325 g,82.77,89.0,"Spread, sauces and ketchup",Snacks and branded foods,3.4,4667,Fruits & Vegetables
3061,Kissan Orange Marmalade 500 g,148.8,160.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,2902,Fruits & Vegetables
3063,Snac tac Pineapple Jam 200 g (Buy 1 Get 1),35.0,70.0,"Spread, sauces and ketchup",Snacks and branded foods,3.5,2231,Fruits & Vegetables
3065,Sundrop Creamy Peanut Butter 100 g,46.5,50.0,"Spread, sauces and ketchup",Snacks and branded foods,3.0,2144,Fruits & Vegetables
3066,Happy Chocolate Peanut Butter 350 g,195.3,210.0,"Spread, sauces and ketchup",Snacks and branded foods,4.8,2656,Fruits & Vegetables
3067,"Zandu Pure Honey with Cinnamon, Green Tea & Lemon (0% Added Sugar) 250 g",176.7,190.0,"Spread, sauces and ketchup",Snacks and branded foods,3.9,1881,Fruits & Vegetables
3068,Sundrop Honey Roasted Creamy Peanut Butter 100 g,46.5,50.0,"Spread, sauces and ketchup",Snacks and branded foods,3.9,4764,Fruits & Vegetables
3069,Kissan Twist Chilli Tomato Sauce 500 g,97.65,105.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,2755,Fruits & Vegetables
3072,Veeba Truly Tomato Ketchup 500 g,92.07,99.0,"Spread, sauces and ketchup",Snacks and branded foods,4.4,3937,Fruits & Vegetables
3073,Veeba White Pasta Dressing 285 g,92.07,99.0,"Spread, sauces and ketchup",Snacks and branded foods,4.4,4932,Fruits & Vegetables
3075,Hillers Green Chilli Sauce 190 g,45.0,50.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,1133,Fruits & Vegetables
3076,Baidyanath Kesari Shakti Kalp 500 g,334.9,394.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,2843,Fruits & Vegetables
3078,St. Dalfour Thick Cut Orange Preserve (No Added Sugar) 284 g,325.5,350.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,2678,Fruits & Vegetables
3081,Baidyanath Chyawanprash Special 1 kg,309.85,345.0,"Spread, sauces and ketchup",Snacks and branded foods,4.7,1696,Fruits & Vegetables
3082,Baidyanath Chyawanprash Special 500 g,176.7,190.0,"Spread, sauces and ketchup",Snacks and branded foods,4.6,2061,Fruits & Vegetables
3083,Hillers Red Chilli Sauce 200 g,45.0,50.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,1385,Fruits & Vegetables
3086,Apis Himalaya Honey 1 kg (Buy 1 Get 1),440.0,440.0,"Spread, sauces and ketchup",Snacks and branded foods,3.0,1122,Fruits & Vegetables
3087,Dabur Honey 100 g,57.66,62.0,"Spread, sauces and ketchup",Snacks and branded foods,1.0,4508,Fruits & Vegetables
3088,Dabur Honey 250 g,92.07,99.0,"Spread, sauces and ketchup",Snacks and branded foods,3.8,4688,Fruits & Vegetables
3089,Dabur Honey 50 g,34.41,37.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,3906,Fruits & Vegetables
3090,Dabur Honey Squeezy 225 g,140.0,170.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,2847,Fruits & Vegetables
3091,Dabur Honey Squeezy 400 g,249.0,300.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,3402,Fruits & Vegetables
3096,St. Dalfour Wild Blueberry Preserve (No Added Sugar) 284 g,325.5,350.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,3406,Fruits & Vegetables
3097,Healthy Life Honey 1 kg,249.0,370.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,4537,Fruits & Vegetables
3098,Healthy Life Honey 400 g (Get +400 g Extra),317.0,317.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,1326,Fruits & Vegetables
3099,Kapiva Pure Wild Honey 250 g,279.0,300.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,3490,Fruits & Vegetables
3102,Patanjali Honey 250 g,79.0,85.0,"Spread, sauces and ketchup",Snacks and branded foods,4.5,2013,Fruits & Vegetables
3105,Rasna Native Haat Honey 500 g,148.8,160.0,"Spread, sauces and ketchup",Snacks and branded foods,3.6,4571,Fruits & Vegetables
3106,Zandu Pure Honey 100% Guaranteed Purity Squ-Easy Pack 400 g (Buy 1 Get 1),199.0,280.0,"Spread, sauces and ketchup",Snacks and branded foods,4.6,3432,Fruits & Vegetables
3108,Nutralite Calcium Choco Spread 275 g,278.07,299.0,"Spread, sauces and ketchup",Snacks and branded foods,3.4,4232,Fruits & Vegetables
3109,Funfoods Schezwan Sauce 230 g,64.17,69.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,3614,Fruits & Vegetables
3111,Bagrry's Creamy Peanut Butter 340 g,158.1,170.0,"Spread, sauces and ketchup",Snacks and branded foods,3.8,4345,Fruits & Vegetables
3112,Kissan Tomato Sauce (No Onion No Garlic) 500 g,97.65,105.0,"Spread, sauces and ketchup",Snacks and branded foods,1.0,3663,Fruits & Vegetables
3114,Sundrop Honey Roast Creamy Peanut Spread 200 g,93.0,100.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,4718,Fruits & Vegetables
3116,Real Thai Black Pepper Wok Sauce 150 ml,195.3,210.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,3195,Fruits & Vegetables
3117,Funfoods Garlic Chilli Dip 250 g,64.17,69.0,"Spread, sauces and ketchup",Snacks and branded foods,5.0,1910,Fruits & Vegetables
3118,Ching's Secret Dark Soy Sauce 90 g,18.6,20.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,4170,Fruits & Vegetables
3119,Beemade Tropical Blossom Honey 250 g,180.0,200.0,"Spread, sauces and ketchup",Snacks and branded foods,3.1,4576,Fruits & Vegetables
3121,Alpino Classic Crunch Peanut Butter 400 g,143.2,179.0,"Spread, sauces and ketchup",Snacks and branded foods,3.5,2729,Fruits & Vegetables
3123,Alpino Natural Crunch Peanut Butter 400 g,159.2,199.0,"Spread, sauces and ketchup",Snacks and branded foods,2.9,4548,Fruits & Vegetables
3124,Alpino Organic Smooth Peanut Butter 400 g,199.2,249.0,"Spread, sauces and ketchup",Snacks and branded foods,3.4,4463,Fruits & Vegetables
3125,Alpino Organic Crunch Peanut Butter 400 g,199.2,249.0,"Spread, sauces and ketchup",Snacks and branded foods,3.7,3908,Fruits & Vegetables
3126,Alpino Classic Smooth Peanut Butter 1 Kg,303.2,379.0,"Spread, sauces and ketchup",Snacks and branded foods,3.8,3579,Fruits & Vegetables
3127,Alpino Classic Crunch Peanut Butter 1 Kg,303.2,379.0,"Spread, sauces and ketchup",Snacks and branded foods,4.5,2226,Fruits & Vegetables
3128,Alpino Chocolate Smooth Peanut Butter 1 Kg,359.2,449.0,"Spread, sauces and ketchup",Snacks and branded foods,3.8,3701,Fruits & Vegetables
3129,Alpino Natural Smooth Peanut Butter 1 Kg,359.2,449.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,4149,Fruits & Vegetables
3130,Alpino Natural Crunch Peanut Butter 1 Kg,359.2,449.0,"Spread, sauces and ketchup",Snacks and branded foods,3.0,3011,Fruits & Vegetables
3131,Alpino Coconut Smooth Peanut Butter 1 Kg,237.5,475.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,2324,Fruits & Vegetables
3132,Alpino Organic Smooth Peanut Butter 1 Kg,399.2,499.0,"Spread, sauces and ketchup",Snacks and branded foods,4.3,3778,Fruits & Vegetables
3133,Alpino Organic Crunch Peanut Butter 1 Kg,399.2,499.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,3837,Fruits & Vegetables
3134,Wingreens Premium Veg Mayonnaise 800 g,99.5,199.0,"Spread, sauces and ketchup",Snacks and branded foods,1.0,3587,Fruits & Vegetables
3135,Saffola Honey 1 kg,280.0,430.0,"Spread, sauces and ketchup",Snacks and branded foods,3.9,3885,Fruits & Vegetables
3136,Hershey's Strawberry Syrup 200 g,83.7,90.0,"Spread, sauces and ketchup",Snacks and branded foods,4.1,2271,Fruits & Vegetables
3138,Hershey's Cocoa Spread 350 g,275.0,295.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,4936,Fruits & Vegetables
3139,Hershey's Chocolate Syrup 200 g,83.7,90.0,"Spread, sauces and ketchup",Snacks and branded foods,3.8,4084,Fruits & Vegetables
3140,Kissan Mixed Fruit Jam 700 g,163.0,215.0,"Spread, sauces and ketchup",Snacks and branded foods,4.4,1054,Fruits & Vegetables
3142,Hershey's Chocolate Syrup 623 g,165.0,200.0,"Spread, sauces and ketchup",Snacks and branded foods,4.2,1513,Fruits & Vegetables
3143,Nutella Ferrero Hazelnut Spread With Cocoa 350 g,319.0,380.0,"Spread, sauces and ketchup",Snacks and branded foods,4.0,1088,Fruits & Vegetables
3144,Dabur Honey 1 kg,322.0,430.0,"Spread, sauces and ketchup",Snacks and branded foods,4.4,3724,Fruits & Vegetables
3146,Lal Regular Besan Laddoo 200 g,65.0,130.0,Indian sweets,Snacks and branded foods,3.7,2281,Fruits & Vegetables
3147,Haldiram's Nagpur Soanpapdi 250 g,60.45,65.0,Indian sweets,Snacks and branded foods,3.7,4353,Fruits & Vegetables
3148,Haldiram's Nagpur Gulab Jamun 1 kg,159.0,195.0,Indian sweets,Snacks and branded foods,4.1,2131,Fruits & Vegetables
3150,Garden Soan Papdi 250 g,65.1,70.0,Indian sweets,Snacks and branded foods,3.0,4395,Fruits & Vegetables
3152,Crave Kaju Katri 400 g,464.07,499.0,Indian sweets,Snacks and branded foods,5.0,2690,Fruits & Vegetables
3155,Suhani Elaichi Rajgira Tukda 200 g,55.8,60.0,Indian sweets,Snacks and branded foods,4.5,1659,Fruits & Vegetables
3156,Lal's Sweets Dry Fruits Halwa 200 g,139.5,150.0,Indian sweets,Snacks and branded foods,3.6,4244,Fruits & Vegetables
3157,Gwalia Atta Laddu 500 g,209.25,225.0,Indian sweets,Snacks and branded foods,3.8,2165,Fruits & Vegetables
3159,A2B Gulab Jamun 500 g,83.7,90.0,Indian sweets,Snacks and branded foods,3.4,3715,Fruits & Vegetables
3160,A2B Rasgulla 500 g,102.3,110.0,Indian sweets,Snacks and branded foods,4.5,1562,Fruits & Vegetables
3162,Crave Eatables Dodha Burfi 400 g,149.5,299.0,Indian sweets,Snacks and branded foods,4.2,3339,Fruits & Vegetables
3163,Charlie's Til Laddu 150 g,44.0,88.0,Indian sweets,Snacks and branded foods,3.9,1565,Fruits & Vegetables
3164,Charlie's Peanut Laddu 150 g,44.0,88.0,Indian sweets,Snacks and branded foods,4.3,4835,Fruits & Vegetables
3165,Maganlal Peanut Chikki 250 g,83.7,90.0,Indian sweets,Snacks and branded foods,5.0,3996,Fruits & Vegetables
3167,Maganlal Crushed Peanut Chikki 250 g,83.7,90.0,Indian sweets,Snacks and branded foods,4.1,1361,Fruits & Vegetables
3168,Maganlal Assorted Chikki 250 g,83.7,90.0,Indian sweets,Snacks and branded foods,4.1,4418,Fruits & Vegetables
3171,Lal Shahi Mysore Pak 160 g,99.5,199.0,Indian sweets,Snacks and branded foods,4.2,2779,Fruits & Vegetables
3174,Kokam Gem Til Laddu 500 g,121.5,135.0,Indian sweets,Snacks and branded foods,4.1,2601,Fruits & Vegetables
3178,Charlie's Peanut Chikki 200 g,63.34,95.0,Indian sweets,Snacks and branded foods,4.7,2100,Fruits & Vegetables
3180,Charlie Peanut Chikki 75 g,23.33,35.0,Indian sweets,Snacks and branded foods,4.5,2324,Fruits & Vegetables
3181,Ghasitaram`s Farsan Kachori 400 g,140.0,175.0,Indian sweets,Snacks and branded foods,5.0,1473,Fruits & Vegetables
3182,Ghasitaram`s Kaju Katli 400 g,380.0,475.0,Indian sweets,Snacks and branded foods,4.3,3824,Fruits & Vegetables
3183,Ghasitaram Besan Laddu 200 g (Carton),104.0,130.0,Indian sweets,Snacks and branded foods,4.4,3289,Fruits & Vegetables
3184,Maganlal Til Chikki 250 g,83.7,90.0,Indian sweets,Snacks and branded foods,4.0,1220,Fruits & Vegetables
3185,Ghasitaram`s Kaju Pista Roll 400 g,400.0,500.0,Indian sweets,Snacks and branded foods,4.4,1923,Fruits & Vegetables
3187,Ghasitaram`s Besan Ladoo 400 g,200.0,250.0,Indian sweets,Snacks and branded foods,4.0,2682,Fruits & Vegetables
3189,Maganlal Assorted Dry Fruit Chikki 250 g,158.1,170.0,Indian sweets,Snacks and branded foods,5.0,4531,Fruits & Vegetables
3190,Paper Boat Peanut Chikki 96 g (Family Pack),33.48,36.0,Indian sweets,Snacks and branded foods,4.3,1379,Fruits & Vegetables
3191,Ghasitaram`s Date Bars 225 g,208.0,260.0,Indian sweets,Snacks and branded foods,4.5,4826,Fruits & Vegetables
3192,Ghasitaram`s Fig Bar`s 225 g,228.0,285.0,Indian sweets,Snacks and branded foods,2.5,1763,Fruits & Vegetables
3194,Ghasitaram`s Dryfruit Laddu 400 g,544.0,680.0,Indian sweets,Snacks and branded foods,4.8,1729,Fruits & Vegetables
3196,Snactac Celebrations Gulab Jamun 1 kg,134.5,269.0,Indian sweets,Snacks and branded foods,4.2,1893,Fruits & Vegetables
3197,Charlie's Rajgira Chikki 75 g,23.33,35.0,Indian sweets,Snacks and branded foods,4.3,3478,Fruits & Vegetables
3199,Charlie 3 In 1 Peanut Chikki 200 g,63.34,95.0,Indian sweets,Snacks and branded foods,4.2,1833,Fruits & Vegetables
3200,Charlie's Til Chikki 200 g,63.34,95.0,Indian sweets,Snacks and branded foods,4.4,3307,Fruits & Vegetables
3202,Kokan Gem Mango Coconut Barfi 200 g,96.0,120.0,Indian sweets,Snacks and branded foods,4.4,3145,Fruits & Vegetables
3203,Ching's Secret Schezwan Chutney 250 g,67.0,80.0,Pickles and chutneys,Snacks and branded foods,4.4,3595,Fruits & Vegetables
3204,Mother's Recipe Mango Pickle 500 g,99.0,149.0,Pickles and chutneys,Snacks and branded foods,3.8,4934,Fruits & Vegetables
3209,Mambalam Iyers Amla Pickle 500 g,108.81,117.0,Pickles and chutneys,Snacks and branded foods,3.8,3292,Fruits & Vegetables
3210,Priya Gongura Pickle With Garlic 300 g,83.7,90.0,Pickles and chutneys,Snacks and branded foods,3.1,1409,Fruits & Vegetables
3212,Priya Mango Pickle With Garlic 300 g,83.7,90.0,Pickles and chutneys,Snacks and branded foods,3.3,3486,Fruits & Vegetables
3215,Mother's Recipe Mixed Pickle 200 g,45.0,50.0,Pickles and chutneys,Snacks and branded foods,5.0,1432,Fruits & Vegetables
3216,Mother's Recipe Mango Pickle 200 g (Pouch),45.0,50.0,Pickles and chutneys,Snacks and branded foods,4.1,4819,Fruits & Vegetables
3218,Mother's Recipe Green Chilli Pickle 200 g (Pouch),45.0,50.0,Pickles and chutneys,Snacks and branded foods,4.1,3467,Fruits & Vegetables
3220,Mother's Recipe Lime Pickle 200 g,45.0,50.0,Pickles and chutneys,Snacks and branded foods,3.4,4862,Fruits & Vegetables
3224,Mother's Recipe Stuffed Red Chilli Pickle 400 g,124.2,138.0,Pickles and chutneys,Snacks and branded foods,4.0,4641,Fruits & Vegetables
3225,Mother's Recipe Lime Pickle 400 g,99.0,110.0,Pickles and chutneys,Snacks and branded foods,3.7,3411,Fruits & Vegetables
3226,Pravin Panipuri Chutney 100 g,18.6,20.0,Pickles and chutneys,Snacks and branded foods,4.4,1932,Fruits & Vegetables
3227,Pravin Green Chilli Pickle 200 g,41.0,50.0,Pickles and chutneys,Snacks and branded foods,4.2,1324,Fruits & Vegetables
3228,Pravin Kolhapuri Thecha 100 g,22.5,25.0,Pickles and chutneys,Snacks and branded foods,3.6,4787,Fruits & Vegetables
3229,Pravin Mango Pickle 350 g,49.0,75.0,Pickles and chutneys,Snacks and branded foods,4.2,1497,Fruits & Vegetables
3230,Pravin Mango Pickle 1 kg (Jar),141.0,185.0,Pickles and chutneys,Snacks and branded foods,4.7,3666,Fruits & Vegetables
3231,Pravin Mango Pickle 200 g,41.0,50.0,Pickles and chutneys,Snacks and branded foods,4.3,4338,Fruits & Vegetables
3233,Pravin Mixed Pickle 100 g,23.25,25.0,Pickles and chutneys,Snacks and branded foods,3.7,4558,Gourmet & World Food
